msme_id,month,sales,customers,orders
MSME007,2024-12,1934112.55,1952,2327
MSME007,2025-01,1506484.12,1280,1455
MSME007,2025-02,1567385.18,984,1121
MSME007,2025-03,1571128.78,1509,1672
MSME007,2025-04,1559982.06,1853,2109
MSME007,2025-05,1846979.13,1753,1948
MSME007,2025-06,1809725.6,1119,1229
MSME007,2025-07,1860008.26,1651,1775
MSME007,2025-08,1943298.07,1501,1654
MSME007,2025-09,2031276.03,1483,1607
MSME007,2025-10,2026855.9,1053,1183
MSME007,2025-11,2172198.98,1188,1375
MSME007,2025-12,2325261.99,1564,1870
MSME008,2024-01,70308.93,36,43
MSME008,2024-02,69752.02,55,65
MSME008,2024-03,75363.75,41,50
MSME008,2024-04,67529.72,36,41
MSME008,2024-05,79086.12,49,58
MSME008,2024-06,70441.75,38,40
MSME008,2024-07,81776.37,71,78
MSME008,2024-08,76548.62,62,68
MSME008,2024-09,79552.77,77,86
MSME008,2024-10,87857.67,94,100
MSME008,2024-11,97318.72,69,74
MSME008,2024-12,104806.78,108,122
MSME008,2025-01,80876.55,95,103
MSME008,2025-02,85002.13,59,70
MSME008,2025-03,84375.43,41,50
MSME008,2025-04,82030.88,71,80
MSME008,2025-05,95367.48,64,77
MSME008,2025-06,88425.0,49,54
MSME008,2025-07,95703.3,62,67
MSME008,2025-08,97501.28,79,88
MSME008,2025-09,97614.92,53,60
MSME008,2025-10,103708.14,56,63
MSME008,2025-11,108896.92,76,81
MSME008,2025-12,114497.82,82,92
MSME009,2024-01,172301.31,143,151
MSME009,2024-02,182688.09,177,204
MSME009,2024-03,193762.55,253,266
MSME009,2024-04,191479.78,166,184
MSME009,2024-05,198002.75,181,197
MSME009,2024-06,204778.8,104,115
MSME009,2024-07,217589.36,134,142
MSME009,2024-08,191898.58,101,109
MSME009,2024-09,198773.91,222,241
MSME009,2024-10,213048.3,149,163
MSME009,2024-11,251735.1,121,141
MSME009,2024-12,275668.32,157,181
MSME009,2025-01,200328.82,250,269
MSME009,2025-02,214062.2,106,120
MSME009,2025-03,211793.0,171,184
MSME009,2025-04,234644.57,167,179
MSME009,2025-05,241794.67,125,151
MSME009,2025-06,228872.12,254,304
MSME009,2025-07,251318.91,157,169
MSME009,2025-08,243498.63,150,161
MSME009,2025-09,249011.79,236,260
MSME009,2025-10,261567.6,331,371
MSME009,2025-11,278733.8,333,380
MSME009,2025-12,305378.96,181,212
MSME010,2024-01,814078.93,706,752
MSME010,2024-02,917073.75,595,680
MSME010,2024-03,973152.65,492,581
MSME010,2024-04,1017822.58,871,946
MSME010,2024-05,1101529.03,527,612
MSME010,2024-06,1111081.9,1176,1306
MSME010,2024-07,1104419.38,925,976
MSME010,2024-08,1283697.73,1319,1514
MSME010,2024-09,1165387.01,1040,1264
MSME010,2024-10,1290155.65,801,923
MSME010,2024-11,1439429.36,759,820
MSME010,2024-12,1564357.76,1460,1544
MSME010,2025-01,1271462.3,1139,1202
MSME010,2025-02,1388808.6,827,916
MSME010,2025-03,1509131.05,1252,1466
MSME010,2025-04,1561442.04,1690,1793
MSME010,2025-05,1657155.89,1171,1258
MSME010,2025-06,1699855.9,1275,1438
MSME010,2025-07,1866146.36,1209,1294
MSME010,2025-08,1801434.75,973,1150
MSME010,2025-09,1894479.82,2126,2333
MSME010,2025-10,1993446.89,1389,1577
MSME010,2025-11,2287856.03,1087,1303
MSME010,2025-12,2389288.09,2041,2461
MSME011,2024-01,273854.71,187,216
MSME011,2024-02,288964.33,307,351
MSME011,2024-03,314407.98,182,214
MSME011,2024-04,308985.66,240,273
MSME011,2024-05,321491.25,368,391
MSME011,2024-06,331056.71,234,263
MSME011,2024-07,322340.09,255,274
MSME011,2024-08,332052.82,292,337
MSME011,2024-09,313715.66,234,256
MSME011,2024-10,387351.75,346,364
MSME011,2024-11,381191.26,291,316
MSME011,2024-12,434659.87,485,578
MSME011,2025-01,361023.1,430,508
MSME011,2025-02,378748.62,418,461
MSME011,2025-03,396704.07,270,299
MSME011,2025-04,358069.23,477,508
MSME011,2025-05,432060.48,457,492
MSME011,2025-06,405473.59,393,414
MSME011,2025-07,415636.41,292,305
MSME011,2025-08,452515.86,246,284
MSME011,2025-09,440504.62,275,324
MSME011,2025-10,476064.16,377,454
MSME011,2025-11,507747.19,387,470
MSME011,2025-12,537521.73,330,359
MSME012,2024-01,128587.42,116,123
MSME012,2024-02,130215.17,130,155
MSME012,2024-03,123849.59,124,139
MSME012,2024-04,122255.36,143,174
MSME012,2024-05,143837.7,90,107
MSME012,2024-06,139908.06,75,84
MSME012,2024-07,136762.37,113,137
MSME012,2024-08,136639.41,121,133
MSME012,2024-09,132005.95,165,183
MSME012,2024-10,157115.67,81,95
MSME012,2024-11,157670.24,105,120
MSME012,2024-12,179037.9,107,119
MSME012,2025-01,144297.79,71,81
MSME012,2025-02,149790.45,196,210
MSME012,2025-03,155332.25,112,135
MSME012,2025-04,154822.93,125,136
MSME012,2025-05,163342.77,79,93
MSME012,2025-06,174177.68,100,106
MSME012,2025-07,163041.77,124,134
MSME012,2025-08,171018.97,137,153
MSME012,2025-09,175511.48,109,117
MSME012,2025-10,191034.26,221,234
MSME012,2025-11,189139.96,100,120
MSME012,2025-12,221811.37,120,146
MSME013,2024-01,448359.94,370,402
MSME013,2024-02,435470.4,332,384
MSME013,2024-03,509682.41,334,381
MSME013,2024-04,478107.82,245,277
MSME013,2024-05,510907.24,401,458
MSME013,2024-06,514667.36,536,585
MSME013,2024-07,498141.97,243,285
MSME013,2024-08,516987.35,319,338
MSME013,2024-09,530637.81,486,575
MSME013,2024-10,584623.7,412,481
MSME013,2024-11,650980.45,505,529
MSME013,2024-12,712197.52,478,572
MSME013,2025-01,590715.0,535,577
MSME013,2025-02,613656.09,348,363
MSME013,2025-03,619768.03,294,354
MSME013,2025-04,656722.77,570,635
MSME013,2025-05,635217.0,353,390
MSME013,2025-06,709127.1,688,804
MSME013,2025-07,743101.19,409,454
MSME013,2025-08,742400.25,631,724
MSME013,2025-09,775040.88,469,505
MSME013,2025-10,880183.37,424,507
MSME013,2025-11,899250.99,951,1110
MSME013,2025-12,961479.41,940,1071
MSME014,2024-01,115367.23,109,119
MSME014,2024-02,120749.77,63,73
MSME014,2024-03,122420.03,108,126
MSME014,2024-04,118225.63,64,68
MSME014,2024-05,123776.13,87,98
MSME014,2024-06,128684.65,88,100
MSME014,2024-07,133022.69,152,159
MSME014,2024-08,138805.81,67,79
MSME014,2024-09,134135.96,123,144
MSME014,2024-10,146052.69,167,176
MSME014,2024-11,156348.57,101,114
MSME014,2024-12,166583.02,110,130
MSME014,2025-01,121425.87,70,76
MSME014,2025-02,130379.96,142,150
MSME014,2025-03,137858.2,159,183
MSME014,2025-04,140521.59,93,101
MSME014,2025-05,153165.88,156,164
MSME014,2025-06,149347.21,87,106
MSME014,2025-07,151047.17,124,150
MSME014,2025-08,164614.03,165,196
MSME014,2025-09,156549.12,131,138
MSME014,2025-10,163144.11,96,109
MSME014,2025-11,178691.72,116,131
MSME014,2025-12,200370.54,157,186
MSME015,2024-01,1077887.47,546,661
MSME015,2024-02,1046938.31,576,623
MSME015,2024-03,1189853.01,845,926
MSME015,2024-04,1220352.24,610,700
MSME015,2024-05,1337162.19,1051,1169
MSME015,2024-06,1374690.0,1033,1091
MSME015,2024-07,1442326.04,887,1022
MSME015,2024-08,1419049.38,1003,1198
MSME015,2024-09,1467127.75,933,1023
MSME015,2024-10,1636060.6,1963,2267
MSME015,2024-11,1834740.03,1109,1179
MSME015,2024-12,1869767.26,1092,1303
MSME015,2025-01,1611382.94,1625,1890
MSME015,2025-02,1725012.12,860,1014
MSME015,2025-03,1842964.07,1194,1252
MSME015,2025-04,1693655.91,1567,1727
MSME015,2025-05,2051639.07,1013,1157
MSME015,2025-06,2036465.64,2459,2807
MSME015,2025-07,2170429.55,1396,1583
MSME015,2025-08,2292284.17,1209,1398
MSME015,2025-09,2321301.62,1703,1874
MSME015,2025-10,2401907.89,2350,2480
MSME015,2025-11,2755524.95,1620,1693
MSME015,2025-12,2874222.74,1728,1865
MSME016,2024-01,368554.26,262,307
MSME016,2024-02,352556.83,296,346
MSME016,2024-03,371623.0,275,323
MSME016,2024-04,360819.12,185,219
MSME016,2024-05,389407.82,339,364
MSME016,2024-06,423302.41,461,497
MSME016,2024-07,399760.09,340,354
MSME016,2024-08,407798.8,412,469
MSME016,2024-09,459308.42,255,266
MSME016,2024-10,457123.09,500,537
MSME016,2024-11,490748.93,267,293
MSME016,2024-12,510218.86,267,316
MSME016,2025-01,439109.82,299,336
MSME016,2025-02,470798.87,318,332
MSME016,2025-03,498431.61,571,619
MSME016,2025-04,495218.96,418,472
MSME016,2025-05,520615.24,629,688
MSME016,2025-06,506026.23,302,323
MSME016,2025-07,528191.97,394,456
MSME016,2025-08,578826.44,325,366
MSME016,2025-09,541581.97,595,631
MSME016,2025-10,615464.14,633,708
MSME016,2025-11,617426.76,668,814
MSME016,2025-12,682269.5,363,440
MSME017,2024-01,704607.37,370,439
MSME017,2024-02,730487.67,415,444
MSME017,2024-03,763662.21,397,477
MSME017,2024-04,769908.16,436,509
MSME017,2024-05,827373.29,610,659
MSME017,2024-06,906884.88,698,821
MSME017,2024-07,868661.35,476,569
MSME017,2024-08,913968.06,863,1022
MSME017,2024-09,927158.08,780,814
MSME017,2024-10,981768.99,611,692
MSME017,2024-11,1057507.68,608,636
MSME017,2024-12,1057858.83,988,1161
MSME017,2025-01,946714.99,858,930
MSME017,2025-02,958959.59,687,734
MSME017,2025-03,1104536.23,1253,1515
MSME017,2025-04,1001906.5,695,811
MSME017,2025-05,1074979.8,656,701
MSME017,2025-06,1122393.95,857,999
MSME017,2025-07,1211125.95,1041,1158
MSME017,2025-08,1178053.35,1251,1525
MSME017,2025-09,1148235.95,621,682
MSME017,2025-10,1339080.12,706,797
MSME017,2025-11,1470141.83,704,850
MSME017,2025-12,1665415.68,1050,1239
MSME018,2024-01,164245.24,147,176
MSME018,2024-02,166063.94,121,143
MSME018,2024-03,179749.45,94,109
MSME018,2024-04,175017.82,200,230
MSME018,2024-05,191652.57,119,140
MSME018,2024-06,193201.89,93,112
MSME018,2024-07,189744.66,208,229
MSME018,2024-08,192076.89,108,117
MSME018,2024-09,206528.49,155,162
MSME018,2024-10,205958.13,156,180
MSME018,2024-11,223534.75,156,167
MSME018,2024-12,243401.24,122,137
MSME018,2025-01,204293.87,162,180
MSME018,2025-02,209119.76,169,199
MSME018,2025-03,228207.64,125,138
MSME018,2025-04,228058.01,174,198
MSME018,2025-05,228129.05,126,133
MSME018,2025-06,231933.85,193,218
MSME018,2025-07,251903.9,191,209
MSME018,2025-08,234422.91,194,223
MSME018,2025-09,236777.04,248,294
MSME018,2025-10,264092.84,199,234
MSME018,2025-11,269452.29,151,176
MSME018,2025-12,289062.8,152,168
MSME019,2024-01,156773.94,197,207
MSME019,2024-02,155427.36,82,91
MSME019,2024-03,163252.3,201,220
MSME019,2024-04,164319.84,208,225
MSME019,2024-05,158387.92,112,127
MSME019,2024-06,176058.89,97,112
MSME019,2024-07,179907.24,146,162
MSME019,2024-08,182072.28,193,208
MSME019,2024-09,165069.5,122,128
MSME019,2024-10,181316.36,93,110
MSME019,2024-11,198849.06,104,119
MSME019,2024-12,203865.25,114,128
MSME019,2025-01,182013.2,92,102
MSME019,2025-02,196428.45,155,177
MSME019,2025-03,186973.33,112,119
MSME019,2025-04,196737.11,179,190
MSME019,2025-05,203485.48,142,160
MSME019,2025-06,218806.47,227,249
MSME019,2025-07,215107.8,129,156
MSME019,2025-08,223731.26,150,176
MSME019,2025-09,212327.95,203,234
MSME019,2025-10,220807.15,111,127
MSME019,2025-11,249609.26,117,141
MSME019,2025-12,273753.25,150,165
MSME020,2024-01,628607.92,441,535
MSME020,2024-02,662451.65,352,369
MSME020,2024-03,719530.66,420,487
MSME020,2024-04,717420.14,910,957
MSME020,2024-05,739290.94,739,892
MSME020,2024-06,861773.3,885,989
MSME020,2024-07,827497.38,547,625
MSME020,2024-08,850485.93,1056,1105
MSME020,2024-09,890471.89,843,980
MSME020,2024-10,909159.18,1065,1131
MSME020,2024-11,1067766.91,633,662
MSME020,2024-12,1159589.44,559,667
MSME020,2025-01,966919.5,667,744
MSME020,2025-02,1006568.64,523,569
MSME020,2025-03,944905.36,687,786
MSME020,2025-04,998057.6,735,883
MSME020,2025-05,1099703.59,623,706
MSME020,2025-06,1164437.42,700,848
MSME020,2025-07,1263913.68,1305,1364
MSME020,2025-08,1299323.53,975,1025
MSME020,2025-09,1213217.63,1045,1264
MSME020,2025-10,1387421.14,1528,1803
MSME020,2025-11,1562308.23,821,917
MSME020,2025-12,1687577.32,1706,1830
MSME021,2024-01,270139.01,156,164
MSME021,2024-02,270274.87,288,338
MSME021,2024-03,277480.48,139,159
MSME021,2024-04,265679.97,173,205
MSME021,2024-05,297802.98,192,210
MSME021,2024-06,300480.65,291,316
MSME021,2024-07,308271.87,151,178
MSME021,2024-08,293926.51,211,236
MSME021,2024-09,298965.89,243,253
MSME021,2024-10,309671.21,222,253
MSME021,2024-11,352967.43,222,261
MSME021,2024-12,378569.13,480,501
MSME021,2025-01,329973.37,174,196
MSME021,2025-02,318849.62,181,199
MSME021,2025-03,330655.52,256,282
MSME021,2025-04,361709.2,225,259
MSME021,2025-05,359419.21,239,250
MSME021,2025-06,354286.29,283,303
MSME021,2025-07,376206.35,220,249
MSME021,2025-08,360125.63,199,237
MSME021,2025-09,389701.5,259,280
MSME021,2025-10,402202.38,336,402
MSME021,2025-11,413638.89,403,476
MSME021,2025-12,483274.34,356,377
MSME022,2024-01,237123.72,135,160
MSME022,2024-02,247956.47,170,202
MSME022,2024-03,250898.96,202,241
MSME022,2024-04,242792.86,137,165
MSME022,2024-05,252261.21,150,162
MSME022,2024-06,275853.03,216,231
MSME022,2024-07,270004.87,208,246
MSME022,2024-08,275633.11,208,244
MSME022,2024-09,273435.73,225,262
MSME022,2024-10,295552.86,216,250
MSME022,2024-11,294325.19,285,307
MSME022,2024-12,335775.14,245,269
MSME022,2025-01,263622.3,133,147
MSME022,2025-02,287804.9,157,169
MSME022,2025-03,312125.77,325,395
MSME022,2025-04,277026.4,196,223
MSME022,2025-05,319951.23,230,245
MSME022,2025-06,347486.74,342,367
MSME022,2025-07,313311.46,165,175
MSME022,2025-08,331909.58,278,317
MSME022,2025-09,329120.58,229,241
MSME022,2025-10,333501.67,219,254
MSME022,2025-11,387004.21,350,423
MSME022,2025-12,406969.17,333,356
MSME023,2024-01,830083.45,769,911
MSME023,2024-02,911632.13,872,920
MSME023,2024-03,939820.29,607,650
MSME023,2024-04,916377.95,872,913
MSME023,2024-05,1025403.39,770,874
MSME023,2024-06,1065405.01,637,686
MSME023,2024-07,1110682.34,583,686
MSME023,2024-08,1138924.72,822,857
MSME023,2024-09,1155824.56,1110,1244
MSME023,2024-10,1275602.75,1400,1599
MSME023,2024-11,1289545.03,984,1163
MSME023,2024-12,1462129.22,1127,1270
MSME023,2025-01,1203071.14,784,855
MSME023,2025-02,1339336.33,1018,1162
MSME023,2025-03,1406129.27,1336,1449
MSME023,2025-04,1410136.91,1546,1746
MSME023,2025-05,1444645.39,1414,1598
MSME023,2025-06,1615393.82,971,1025
MSME023,2025-07,1634570.06,1414,1647
MSME023,2025-08,1693911.42,1900,1996
MSME023,2025-09,1734494.09,1718,1831
MSME023,2025-10,1887206.68,2153,2555
MSME023,2025-11,2041732.74,1111,1308
MSME023,2025-12,2273147.37,1304,1389
MSME024,2024-01,213332.47,265,282
MSME024,2024-02,198381.38,133,144
MSME024,2024-03,214502.22,131,138
MSME024,2024-04,200302.51,159,169
MSME024,2024-05,223931.12,137,147
MSME024,2024-06,211635.0,218,255
MSME024,2024-07,237355.98,170,189
MSME024,2024-08,236665.06,143,151
MSME024,2024-09,245141.43,148,162
MSME024,2024-10,250409.04,257,276
MSME024,2024-11,254113.77,161,170
MSME024,2024-12,319089.67,266,293
MSME024,2025-01,256821.74,120,144
MSME024,2025-02,249709.17,129,150
MSME024,2025-03,250340.54,213,223
MSME024,2025-04,256462.9,231,249
MSME024,2025-05,254416.45,170,186
MSME024,2025-06,269364.54,316,371
MSME024,2025-07,273091.22,184,207
MSME024,2025-08,278368.25,242,257
MSME024,2025-09,283029.84,237,249
MSME024,2025-10,296241.0,166,194
MSME024,2025-11,308104.93,192,203
MSME024,2025-12,336701.75,243,262
MSME025,2024-01,350205.96,302,367
MSME025,2024-02,323073.7,198,218
MSME025,2024-03,324631.09,224,253
MSME025,2024-04,350934.46,212,250
MSME025,2024-05,379960.19,208,239
MSME025,2024-06,406255.88,454,475
MSME025,2024-07,414925.27,210,242
MSME025,2024-08,430192.4,384,461
MSME025,2024-09,400509.88,494,515
MSME025,2024-10,477746.95,529,565
MSME025,2024-11,490763.73,287,316
MSME025,2024-12,549872.99,350,392
MSME025,2025-01,435948.31,318,366
MSME025,2025-02,454732.8,478,513
MSME025,2025-03,503758.92,496,580
MSME025,2025-04,515325.85,444,485
MSME025,2025-05,527928.83,623,672
MSME025,2025-06,554497.75,542,591
MSME025,2025-07,573870.28,504,560
MSME025,2025-08,621174.32,430,474
MSME025,2025-09,645417.26,391,466
MSME025,2025-10,625762.71,397,434
MSME025,2025-11,683745.67,504,574
MSME025,2025-12,749931.34,700,794
